Text,Level,Tokens
"given the two solutions to the stated programming problem, rate the solutions in  terms of efficiency and readability.",Evaluate,"['given', 'the', 'two', 'solutions', 'to', 'the', 'stated', 'programming', 'problem', ',', 'rate', 'the', 'solutions', 'in', 'terms', 'of', 'efficiency', 'and', 'readability', '.']"
investigate whether or not the system can be solved for x; y; z,Analyze,"['investigate', 'whether', 'or', 'not', 'the', 'system', 'can', 'be', 'solved', 'for', 'x', ';', 'y', ';', 'z']"
how to construct the selected information system,Apply,"['how', 'to', 'construct', 'the', 'selected', 'information', 'system']"
describe the output of this program fragment:,Understand,"['describe', 'the', 'output', 'of', 'this', 'program', 'fragment', ':']"
assess the appropriateness of an author's conclusions based on the evidence given.,Evaluate,"['assess', 'the', 'appropriateness', 'of', 'an', 'author', ""'s"", 'conclusions', 'based', 'on', 'the', 'evidence', 'given', '.']"
rewrite you predicted equation for the ideal gas law,Understand,"['rewrite', 'you', 'predicted', 'equation', 'for', 'the', 'ideal', 'gas', 'law']"
select the best title for a passage,Understand,"['select', 'the', 'best', 'title', 'for', 'a', 'passage']"
estimate the difficulty of the question,Evaluate,"['estimate', 'the', 'difficulty', 'of', 'the', 'question']"
calculate for x in the following equation: 12x=36,Apply,"['calculate', 'for', 'x', 'in', 'the', 'following', 'equation', ':', '12x=36']"
"compare and contrast two treatments of either drapery or animals by greek sculptors, establishing their artistic contexts",Understand,"['compare', 'and', 'contrast', 'two', 'treatments', 'of', 'either', 'drapery', 'or', 'animals', 'by', 'greek', 'sculptors', ',', 'establishing', 'their', 'artistic', 'contexts']"
choose a character. rewrite a scene from the story from this character's point of view.,Create,"['choose', 'a', 'character', '.', 'rewrite', 'a', 'scene', 'from', 'the', 'story', 'from', 'this', 'character', ""'s"", 'point', 'of', 'view', '.']"
conduct an investigation to produce information to support a view.,Analyze,"['conduct', 'an', 'investigation', 'to', 'produce', 'information', 'to', 'support', 'a', 'view', '.']"
"outline an ""attack plan"" that will allow you to test your hypothesis using computational molecular modeling tools",Understand,"['outline', 'an', '``', 'attack', 'plan', ""''"", 'that', 'will', 'allow', 'you', 'to', 'test', 'your', 'hypothesis', 'using', 'computational', 'molecular', 'modeling', 'tools']"
how does your agency inspect against its expectation for operators,Analyze,"['how', 'does', 'your', 'agency', 'inspect', 'against', 'its', 'expectation', 'for', 'operators']"
"draw 3 pictures showing the beginning, middle and ending of the story.",Apply,"['draw', '3', 'pictures', 'showing', 'the', 'beginning', ',', 'middle', 'and', 'ending', 'of', 'the', 'story', '.']"
compute the volume of a cylinder,Apply,"['compute', 'the', 'volume', 'of', 'a', 'cylinder']"
what do you think about . . .?,Evaluate,"['what', 'do', 'you', 'think', 'about', '.', '.', '.', '?']"
can you invent another character for the story?,Create,"['can', 'you', 'invent', 'another', 'character', 'for', 'the', 'story', '?']"
how would you show your understanding of the abc process,Apply,"['how', 'would', 'you', 'show', 'your', 'understanding', 'of', 'the', 'abc', 'process']"
"structure, sorts the list in ascending order, displays the list on the screen and stores the list",Create,"['structure', ',', 'sorts', 'the', 'list', 'in', 'ascending', 'order', ',', 'displays', 'the', 'list', 'on', 'the', 'screen', 'and', 'stores', 'the', 'list']"
construct a poster that will advertise your new food product in an exciting and irresistible way.,Evaluate,"['construct', 'a', 'poster', 'that', 'will', 'advertise', 'your', 'new', 'food', 'product', 'in', 'an', 'exciting', 'and', 'irresistible', 'way', '.']"
what ideas can you add to...?,Create,"['what', 'ideas', 'can', 'you', 'add', 'to', '...', '?']"
is there a better solution to . . .?,Evaluate,"['is', 'there', 'a', 'better', 'solution', 'to', '.', '.', '.', '?']"
summarize the basic tenets of collaborative conservation.,Understand,"['summarize', 'the', 'basic', 'tenets', 'of', 'collaborative', 'conservation', '.']"
develop a sqa plan for a software development project which is defined in the attached document.,Create,"['develop', 'a', 'sqa', 'plan', 'for', 'a', 'software', 'development', 'project', 'which', 'is', 'defined', 'in', 'the', 'attached', 'document', '.']"
how do you think the community should grow or change,Evaluate,"['how', 'do', 'you', 'think', 'the', 'community', 'should', 'grow', 'or', 'change']"
"from the information given, can you develop a set of instructions about . . .?",Apply,"['from', 'the', 'information', 'given', ',', 'can', 'you', 'develop', 'a', 'set', 'of', 'instructions', 'about', '.', '.', '.', '?']"
what would you predict/infer from...?,Create,"['what', 'would', 'you', 'predict/infer', 'from', '...', '?']"
what would result if ...,Apply,"['what', 'would', 'result', 'if', '...']"
assess the relative effectiveness of different graphical representations of the same data or biological concept.,Evaluate,"['assess', 'the', 'relative', 'effectiveness', 'of', 'different', 'graphical', 'representations', 'of', 'the', 'same', 'data', 'or', 'biological', 'concept', '.']"
draw a picture of the gown cinderella wore to the ball.,Apply,"['draw', 'a', 'picture', 'of', 'the', 'gown', 'cinderella', 'wore', 'to', 'the', 'ball', '.']"
compare calliope with howie. use the word bank.,Understand,"['compare', 'calliope', 'with', 'howie', '.', 'use', 'the', 'word', 'bank', '.']"
construct the 4-bit ripple carry adder circuit,Apply,"['construct', 'the', '4-bit', 'ripple', 'carry', 'adder', 'circuit']"
design and make an animal that moves.,Create,"['design', 'and', 'make', 'an', 'animal', 'that', 'moves', '.']"
how would you differentiate obstructive apneas from central apneas,Analyze,"['how', 'would', 'you', 'differentiate', 'obstructive', 'apneas', 'from', 'central', 'apneas']"
recall basic math facts,Remember,"['recall', 'basic', 'math', 'facts']"
draw a picture of the bears' house.,Apply,"['draw', 'a', 'picture', 'of', 'the', 'bears', ""'"", 'house', '.']"
what solutions would you suggest for...?,Create,"['what', 'solutions', 'would', 'you', 'suggest', 'for', '...', '?']"
develop a network based on the following information: activity immediate predecessors,Create,"['develop', 'a', 'network', 'based', 'on', 'the', 'following', 'information', ':', 'activity', 'immediate', 'predecessors']"
"classify the following substances as particle, atom, element, molecule, compound",Understand,"['classify', 'the', 'following', 'substances', 'as', 'particle', ',', 'atom', ',', 'element', ',', 'molecule', ',', 'compound']"
can you solve the following problem,Apply,"['can', 'you', 'solve', 'the', 'following', 'problem']"
use gauss' law to find the electric field between the plates when the charge on them is q,Apply,"['use', 'gauss', ""'"", 'law', 'to', 'find', 'the', 'electric', 'field', 'between', 'the', 'plates', 'when', 'the', 'charge', 'on', 'them', 'is', 'q']"
classify frogs toads and other amphibians.,Understand,"['classify', 'frogs', 'toads', 'and', 'other', 'amphibians', '.']"
use the second-derivative test to determine whether critical points where f0(x) = 0 yield relative maxima or relative minima,Apply,"['use', 'the', 'second-derivative', 'test', 'to', 'determine', 'whether', 'critical', 'points', 'where', 'f0', '(', 'x', ')', '=', '0', 'yield', 'relative', 'maxima', 'or', 'relative', 'minima']"
look at the symbol. what is the symbol's purpose on a map?,Remember,"['look', 'at', 'the', 'symbol', '.', 'what', 'is', 'the', 'symbol', ""'s"", 'purpose', 'on', 'a', 'map', '?']"
write an essay in not more than 250 words about india and technological advancement. use active voice as much as possible.,Create,"['write', 'an', 'essay', 'in', 'not', 'more', 'than', '250', 'words', 'about', 'india', 'and', 'technological', 'advancement', '.', 'use', 'active', 'voice', 'as', 'much', 'as', 'possible', '.']"
describe what took place as the hato was sinking.,Understand,"['describe', 'what', 'took', 'place', 'as', 'the', 'hato', 'was', 'sinking', '.']"
explain choices made in making recommendations to an end user.,Evaluate,"['explain', 'choices', 'made', 'in', 'making', 'recommendations', 'to', 'an', 'end', 'user', '.']"
can you group by characteristics such as . . .?,Apply,"['can', 'you', 'group', 'by', 'characteristics', 'such', 'as', '.', '.', '.', '?']"
describe in your own words what happens when a stream's velocity slows.,Understand,"['describe', 'in', 'your', 'own', 'words', 'what', 'happens', 'when', 'a', 'stream', ""'s"", 'velocity', 'slows', '.']"
compare this book to the last book you read.,Analyze,"['compare', 'this', 'book', 'to', 'the', 'last', 'book', 'you', 'read', '.']"
state in your own words where in the library to find previous issues of journals that are no longer in the display racks.,Understand,"['state', 'in', 'your', 'own', 'words', 'where', 'in', 'the', 'library', 'to', 'find', 'previous', 'issues', 'of', 'journals', 'that', 'are', 'no', 'longer', 'in', 'the', 'display', 'racks', '.']"
what is a global variable?,Remember,"['what', 'is', 'a', 'global', 'variable', '?']"
name the main characters in the story.,Remember,"['name', 'the', 'main', 'characters', 'in', 'the', 'story', '.']"
when did saudi arabia start using internet,Remember,"['when', 'did', 'saudi', 'arabia', 'start', 'using', 'internet']"
draw the basic outline of a page of notes using the cornell method?,Remember,"['draw', 'the', 'basic', 'outline', 'of', 'a', 'page', 'of', 'notes', 'using', 'the', 'cornell', 'method', '?']"
in which part of the world does he live,Remember,"['in', 'which', 'part', 'of', 'the', 'world', 'does', 'he', 'live']"
who was the writer of the hamilton,Remember,"['who', 'was', 'the', 'writer', 'of', 'the', 'hamilton']"
describe in your own words what is meant by a sprained ankle.,Understand,"['describe', 'in', 'your', 'own', 'words', 'what', 'is', 'meant', 'by', 'a', 'sprained', 'ankle', '.']"
"given these five corrosion inhibitors, v, w, x, y, z, identify which are passivators",Understand,"['given', 'these', 'five', 'corrosion', 'inhibitors', ',', 'v', ',', 'w', ',', 'x', ',', 'y', ',', 'z', ',', 'identify', 'which', 'are', 'passivators']"
distinguish facts from hypotheses,Analyze,"['distinguish', 'facts', 'from', 'hypotheses']"
derive a kinetic model from experimental data.,Apply,"['derive', 'a', 'kinetic', 'model', 'from', 'experimental', 'data', '.']"
identify the standard peripheral components of a computer.,Remember,"['identify', 'the', 'standard', 'peripheral', 'components', 'of', 'a', 'computer', '.']"
how do you construct foliations on a given manifold m?,Apply,"['how', 'do', 'you', 'construct', 'foliations', 'on', 'a', 'given', 'manifold', 'm', '?']"
create a set of guidelines to determine the points of a plant susceptible to localized corrosion.,Create,"['create', 'a', 'set', 'of', 'guidelines', 'to', 'determine', 'the', 'points', 'of', 'a', 'plant', 'susceptible', 'to', 'localized', 'corrosion', '.']"
recall the definition of the formula datatype from your assignment 2.,Remember,"['recall', 'the', 'definition', 'of', 'the', 'formula', 'datatype', 'from', 'your', 'assignment', '2', '.']"
classify animals into two groups.,Understand,"['classify', 'animals', 'into', 'two', 'groups', '.']"
create plan of local environment by drawing around boxes.,Create,"['create', 'plan', 'of', 'local', 'environment', 'by', 'drawing', 'around', 'boxes', '.']"
develop a plan for a new olympic bid system.,Create,"['develop', 'a', 'plan', 'for', 'a', 'new', 'olympic', 'bid', 'system', '.']"
can you find four different feelings pa lia had during the story?,Analyze,"['can', 'you', 'find', 'four', 'different', 'feelings', 'pa', 'lia', 'had', 'during', 'the', 'story', '?']"
name the food groups and at least two items of food in each group.,Remember,"['name', 'the', 'food', 'groups', 'and', 'at', 'least', 'two', 'items', 'of', 'food', 'in', 'each', 'group', '.']"
what season are we in right now?,Remember,"['what', 'season', 'are', 'we', 'in', 'right', 'now', '?']"
estimate expenditure on hiv/aids education,Evaluate,"['estimate', 'expenditure', 'on', 'hiv/aids', 'education']"
label any olympic sporting apparatus with design features.,Remember,"['label', 'any', 'olympic', 'sporting', 'apparatus', 'with', 'design', 'features', '.']"
label the parts of the microscope shown on the right,Remember,"['label', 'the', 'parts', 'of', 'the', 'microscope', 'shown', 'on', 'the', 'right']"
"divide the story into initiating event, rising action, climax, and falling action",Analyze,"['divide', 'the', 'story', 'into', 'initiating', 'event', ',', 'rising', 'action', ',', 'climax', ',', 'and', 'falling', 'action']"
state four attributes of well engineered software.,Remember,"['state', 'four', 'attributes', 'of', 'well', 'engineered', 'software', '.']"
can you defend your position about . . .?,Evaluate,"['can', 'you', 'defend', 'your', 'position', 'about', '.', '.', '.', '?']"
how to inspect and maintain fresh water plumbing systems properly,Analyze,"['how', 'to', 'inspect', 'and', 'maintain', 'fresh', 'water', 'plumbing', 'systems', 'properly']"
design a new animal to live in the jungle.,Create,"['design', 'a', 'new', 'animal', 'to', 'live', 'in', 'the', 'jungle', '.']"
compare two dog food commercials. what is the difference between them and how do they both sell their products?,Analyze,"['compare', 'two', 'dog', 'food', 'commercials', '.', 'what', 'is', 'the', 'difference', 'between', 'them', 'and', 'how', 'do', 'they', 'both', 'sell', 'their', 'products', '?']"
examine the data in the employees and departments tables,Analyze,"['examine', 'the', 'data', 'in', 'the', 'employees', 'and', 'departments', 'tables']"
describe the economic consequence of a neolocal society. support your description with information you have learned from this course.,Evaluate,"['describe', 'the', 'economic', 'consequence', 'of', 'a', 'neolocal', 'society', '.', 'support', 'your', 'description', 'with', 'information', 'you', 'have', 'learned', 'from', 'this', 'course', '.']"
make a diorama to illustrate an important event.,Apply,"['make', 'a', 'diorama', 'to', 'illustrate', 'an', 'important', 'event', '.']"
can you defend the idea that simon's incident with the pig's head is the most mystical in the story?,Evaluate,"['can', 'you', 'defend', 'the', 'idea', 'that', 'simon', ""'s"", 'incident', 'with', 'the', 'pig', ""'s"", 'head', 'is', 'the', 'most', 'mystical', 'in', 'the', 'story', '?']"
do you devise a systematic approach in order to get larger progressions,Create,"['do', 'you', 'devise', 'a', 'systematic', 'approach', 'in', 'order', 'to', 'get', 'larger', 'progressions']"
"if your story happened in a foreign land, compare that land to the united states.",Analyze,"['if', 'your', 'story', 'happened', 'in', 'a', 'foreign', 'land', ',', 'compare', 'that', 'land', 'to', 'the', 'united', 'states', '.']"
make a list of facts you learned from the story.,Remember,"['make', 'a', 'list', 'of', 'facts', 'you', 'learned', 'from', 'the', 'story', '.']"
decide which course of action was most effective,Evaluate,"['decide', 'which', 'course', 'of', 'action', 'was', 'most', 'effective']"
"analyze the problem, identifying its variables.",Analyze,"['analyze', 'the', 'problem', ',', 'identifying', 'its', 'variables', '.']"
design a building according to given specifications,Create,"['design', 'a', 'building', 'according', 'to', 'given', 'specifications']"
summarize this magazine article.,Understand,"['summarize', 'this', 'magazine', 'article', '.']"
demonstrate how this could work in an industry setting?,Apply,"['demonstrate', 'how', 'this', 'could', 'work', 'in', 'an', 'industry', 'setting', '?']"
create a chart that compares things that use electricity and things that do not use electricity.,Create,"['create', 'a', 'chart', 'that', 'compares', 'things', 'that', 'use', 'electricity', 'and', 'things', 'that', 'do', 'not', 'use', 'electricity', '.']"
show how to modify fitch's algorithm given in class today to accommodate non-binary,Apply,"['show', 'how', 'to', 'modify', 'fitch', ""'s"", 'algorithm', 'given', 'in', 'class', 'today', 'to', 'accommodate', 'non-binary']"
identify a phrase as a simile,Remember,"['identify', 'a', 'phrase', 'as', 'a', 'simile']"
solve for the ten following fraction multiplication problems. please make sure to show all your work.,Apply,"['solve', 'for', 'the', 'ten', 'following', 'fraction', 'multiplication', 'problems', '.', 'please', 'make', 'sure', 'to', 'show', 'all', 'your', 'work', '.']"
write a short story relating a personal experience in the style of a picaresque novel.,Create,"['write', 'a', 'short', 'story', 'relating', 'a', 'personal', 'experience', 'in', 'the', 'style', 'of', 'a', 'picaresque', 'novel', '.']"
decide whether you are in favor of building on a floodplain; defend your position in a debate.,Evaluate,"['decide', 'whether', 'you', 'are', 'in', 'favor', 'of', 'building', 'on', 'a', 'floodplain', ';', 'defend', 'your', 'position', 'in', 'a', 'debate', '.']"
contrast building in the coastal zone with building in a river floodplain.,Analyze,"['contrast', 'building', 'in', 'the', 'coastal', 'zone', 'with', 'building', 'in', 'a', 'river', 'floodplain', '.']"
can you explain what must have happened when . . .?,Analyze,"['can', 'you', 'explain', 'what', 'must', 'have', 'happened', 'when', '.', '.', '.', '?']"
outline your experience in working with service users,Understand,"['outline', 'your', 'experience', 'in', 'working', 'with', 'service', 'users']"
"illustrate this caption: ""olympic as a media event in the information society""",Understand,"['illustrate', 'this', 'caption', ':', '``', 'olympic', 'as', 'a', 'media', 'event', 'in', 'the', 'information', 'society', ""''""]"
identify ordinal positions,Remember,"['identify', 'ordinal', 'positions']"
"how do i differentiate between ""deceive"" and ""cheat on""?",Analyze,"['how', 'do', 'i', 'differentiate', 'between', '``', 'deceive', ""''"", 'and', '``', 'cheat', 'on', ""''"", '?']"
explain and justify a new budget.,Evaluate,"['explain', 'and', 'justify', 'a', 'new', 'budget', '.']"
translate an equation into a computer spreadsheet.,Understand,"['translate', 'an', 'equation', 'into', 'a', 'computer', 'spreadsheet', '.']"
show the value of x after running this program fragment,Apply,"['show', 'the', 'value', 'of', 'x', 'after', 'running', 'this', 'program', 'fragment']"
from a blueprint to describe the article depicted.,Understand,"['from', 'a', 'blueprint', 'to', 'describe', 'the', 'article', 'depicted', '.']"
show me how you would check the brake lights are working on this car,Apply,"['show', 'me', 'how', 'you', 'would', 'check', 'the', 'brake', 'lights', 'are', 'working', 'on', 'this', 'car']"
briefly describe the author's approach to the liabilities of the goto statement,Understand,"['briefly', 'describe', 'the', 'author', ""'s"", 'approach', 'to', 'the', 'liabilities', 'of', 'the', 'goto', 'statement']"
categorise the pictures and add them to the wall display.,Apply,"['categorise', 'the', 'pictures', 'and', 'add', 'them', 'to', 'the', 'wall', 'display', '.']"
what might happen if you combined...?,Create,"['what', 'might', 'happen', 'if', 'you', 'combined', '...', '?']"
how do we devise a way to enforce the laws,Create,"['how', 'do', 'we', 'devise', 'a', 'way', 'to', 'enforce', 'the', 'laws']"
how could you re-write this story with a city setting?,Create,"['how', 'could', 'you', 're-write', 'this', 'story', 'with', 'a', 'city', 'setting', '?']"
justify and nominate ways to prevent animal extinction.,Evaluate,"['justify', 'and', 'nominate', 'ways', 'to', 'prevent', 'animal', 'extinction', '.']"
how might lifestyles in the united states be modified if a more socialistic system were adopted?,Apply,"['how', 'might', 'lifestyles', 'in', 'the', 'united', 'states', 'be', 'modified', 'if', 'a', 'more', 'socialistic', 'system', 'were', 'adopted', '?']"
are there students who should not use the cornell method?,Evaluate,"['are', 'there', 'students', 'who', 'should', 'not', 'use', 'the', 'cornell', 'method', '?']"
construct a model to demonstrate how it will work.,Apply,"['construct', 'a', 'model', 'to', 'demonstrate', 'how', 'it', 'will', 'work', '.']"
recall the equation for the ideal gas law.,Remember,"['recall', 'the', 'equation', 'for', 'the', 'ideal', 'gas', 'law', '.']"
compare herbatious and carnivorous animals on a venn diagram.,Analyze,"['compare', 'herbatious', 'and', 'carnivorous', 'animals', 'on', 'a', 'venn', 'diagram', '.']"
translate a written text aloud from l2 to english.,Understand,"['translate', 'a', 'written', 'text', 'aloud', 'from', 'l2', 'to', 'english', '.']"
revise how to complete a complex task in order to improve the outcome.,Create,"['revise', 'how', 'to', 'complete', 'a', 'complex', 'task', 'in', 'order', 'to', 'improve', 'the', 'outcome', '.']"
compose a dialogue between atticus finch and tom robinson when they first met.,Create,"['compose', 'a', 'dialogue', 'between', 'atticus', 'finch', 'and', 'tom', 'robinson', 'when', 'they', 'first', 'met', '.']"
how was this similar to . . .?,Analyze,"['how', 'was', 'this', 'similar', 'to', '.', '.', '.', '?']"
"in your own words, tell what is meant by the definition of an isosceles triangle.",Understand,"['in', 'your', 'own', 'words', ',', 'tell', 'what', 'is', 'meant', 'by', 'the', 'definition', 'of', 'an', 'isosceles', 'triangle', '.']"
who was the first man on the moon,Remember,"['who', 'was', 'the', 'first', 'man', 'on', 'the', 'moon']"
describe how the linear polarization method can yield corrosion rates,Understand,"['describe', 'how', 'the', 'linear', 'polarization', 'method', 'can', 'yield', 'corrosion', 'rates']"
how the investigation was undertaken,Analyze,"['how', 'the', 'investigation', 'was', 'undertaken']"
what happens if you change the direction of the displacement (but not its size)?,Apply,"['what', 'happens', 'if', 'you', 'change', 'the', 'direction', 'of', 'the', 'displacement', '(', 'but', 'not', 'its', 'size', ')', '?']"
do you think . . . is a good or a bad thing?,Evaluate,"['do', 'you', 'think', '.', '.', '.', 'is', 'a', 'good', 'or', 'a', 'bad', 'thing', '?']"
determine the author's point of view,Understand,"['determine', 'the', 'author', ""'s"", 'point', 'of', 'view']"
how much water does an elephant drink,Remember,"['how', 'much', 'water', 'does', 'an', 'elephant', 'drink']"
can you state in your own words what the problem is asking you to do,Understand,"['can', 'you', 'state', 'in', 'your', 'own', 'words', 'what', 'the', 'problem', 'is', 'asking', 'you', 'to', 'do']"
"after examining the videotape of a play in a football game, determine the degree to which the defensive team performed effectively and",Evaluate,"['after', 'examining', 'the', 'videotape', 'of', 'a', 'play', 'in', 'a', 'football', 'game', ',', 'determine', 'the', 'degree', 'to', 'which', 'the', 'defensive', 'team', 'performed', 'effectively', 'and']"
"contrast the treatment of ""well known"" trademarks provided by paris article and by trips article",Analyze,"['contrast', 'the', 'treatment', 'of', '``', 'well', 'known', ""''"", 'trademarks', 'provided', 'by', 'paris', 'article', 'and', 'by', 'trips', 'article']"
how would the u.s.a. be different if the south had won the civil war?,Create,"['how', 'would', 'the', 'u.s.a.', 'be', 'different', 'if', 'the', 'south', 'had', 'won', 'the', 'civil', 'war', '?']"
recall locations of a historical events,Remember,"['recall', 'locations', 'of', 'a', 'historical', 'events']"
summarize the basic tenets of deconstructionism.,Understand,"['summarize', 'the', 'basic', 'tenets', 'of', 'deconstructionism', '.']"
differentiate between .call by value and call by reference.,Analyze,"['differentiate', 'between', '.call', 'by', 'value', 'and', 'call', 'by', 'reference', '.']"
express the following percentages as fractions in simplest form,Understand,"['express', 'the', 'following', 'percentages', 'as', 'fractions', 'in', 'simplest', 'form']"
outline the aim of two studies within the,Understand,"['outline', 'the', 'aim', 'of', 'two', 'studies', 'within', 'the']"
select the best proposal for a proposed water treatment plant.,Evaluate,"['select', 'the', 'best', 'proposal', 'for', 'a', 'proposed', 'water', 'treatment', 'plant', '.']"
what do you think is the best thing about coming to viestal?,Evaluate,"['what', 'do', 'you', 'think', 'is', 'the', 'best', 'thing', 'about', 'coming', 'to', 'viestal', '?']"
"how do you distinguish between the binge-eating/purging type of anorexia nervosa and bulimia nervosa, purging type",Analyze,"['how', 'do', 'you', 'distinguish', 'between', 'the', 'binge-eating/purging', 'type', 'of', 'anorexia', 'nervosa', 'and', 'bulimia', 'nervosa', ',', 'purging', 'type']"
"in your own words, how would you define transferable skills",Understand,"['in', 'your', 'own', 'words', ',', 'how', 'would', 'you', 'define', 'transferable', 'skills']"
sketch a prediction of the field lines for the arrangement of electrodes shown in figure 2,Apply,"['sketch', 'a', 'prediction', 'of', 'the', 'field', 'lines', 'for', 'the', 'arrangement', 'of', 'electrodes', 'shown', 'in', 'figure', '2']"
how does autonomy differ with age,Analyze,"['how', 'does', 'autonomy', 'differ', 'with', 'age']"
describe 4 types of coupling in software design.,Understand,"['describe', '4', 'types', 'of', 'coupling', 'in', 'software', 'design', '.']"
demonstrate using the opac and your knowledge of library organization to find a book about turtles.,Apply,"['demonstrate', 'using', 'the', 'opac', 'and', 'your', 'knowledge', 'of', 'library', 'organization', 'to', 'find', 'a', 'book', 'about', 'turtles', '.']"
explain the process (paraphrase) for finding the perimeter of a rectangular garden,Understand,"['explain', 'the', 'process', '(', 'paraphrase', ')', 'for', 'finding', 'the', 'perimeter', 'of', 'a', 'rectangular', 'garden']"
how does tdap differ from td vaccine,Analyze,"['how', 'does', 'tdap', 'differ', 'from', 'td', 'vaccine']"
how are the adolescents with asd similar of different from each other in their sources of communication breakdowns ?,Analyze,"['how', 'are', 'the', 'adolescents', 'with', 'asd', 'similar', 'of', 'different', 'from', 'each', 'other', 'in', 'their', 'sources', 'of', 'communication', 'breakdowns', '?']"
how is . . . similar to . . .?,Analyze,"['how', 'is', '.', '.', '.', 'similar', 'to', '.', '.', '.', '?']"
can you see a possible solution to . . .?,Create,"['can', 'you', 'see', 'a', 'possible', 'solution', 'to', '.', '.', '.', '?']"
estimate the epicentral coordinates of the earth-quake,Evaluate,"['estimate', 'the', 'epicentral', 'coordinates', 'of', 'the', 'earth-quake']"
"recite the poem ""auto wreck"".",Remember,"['recite', 'the', 'poem', '``', 'auto', 'wreck', ""''"", '.']"
which technology is used by laser printer,Remember,"['which', 'technology', 'is', 'used', 'by', 'laser', 'printer']"
express the following systems in matrix form,Understand,"['express', 'the', 'following', 'systems', 'in', 'matrix', 'form']"
in one sentence illustrate the main point of a written passage.,Understand,"['in', 'one', 'sentence', 'illustrate', 'the', 'main', 'point', 'of', 'a', 'written', 'passage', '.']"
conclude and support which economic system leads to a higher standard of living.,Evaluate,"['conclude', 'and', 'support', 'which', 'economic', 'system', 'leads', 'to', 'a', 'higher', 'standard', 'of', 'living', '.']"
paraphrase the poem in your own words,Understand,"['paraphrase', 'the', 'poem', 'in', 'your', 'own', 'words']"
"using the basic principles of socialism discussed in this course, evaluate the us economic system by providing key arguments to support your judgment.",Evaluate,"['using', 'the', 'basic', 'principles', 'of', 'socialism', 'discussed', 'in', 'this', 'course', ',', 'evaluate', 'the', 'us', 'economic', 'system', 'by', 'providing', 'key', 'arguments', 'to', 'support', 'your', 'judgment', '.']"
apply the rule of law to a new situation,Apply,"['apply', 'the', 'rule', 'of', 'law', 'to', 'a', 'new', 'situation']"
would you classify the zener diode in this circuit as a series voltage regulator or a shunt voltage regulator,Understand,"['would', 'you', 'classify', 'the', 'zener', 'diode', 'in', 'this', 'circuit', 'as', 'a', 'series', 'voltage', 'regulator', 'or', 'a', 'shunt', 'voltage', 'regulator']"
"inspect each of these boolean expressions, and determine whether each one is a sum of products, or a product of sums",Analyze,"['inspect', 'each', 'of', 'these', 'boolean', 'expressions', ',', 'and', 'determine', 'whether', 'each', 'one', 'is', 'a', 'sum', 'of', 'products', ',', 'or', 'a', 'product', 'of', 'sums']"
how does hawaii contrast and compare to florida?,Analyze,"['how', 'does', 'hawaii', 'contrast', 'and', 'compare', 'to', 'florida', '?']"
how does...compare/contrast with...?,Analyze,"['how', 'does', '...', 'compare/contrast', 'with', '...', '?']"
can you distinguish aged rums from unaged rums by smell,Analyze,"['can', 'you', 'distinguish', 'aged', 'rums', 'from', 'unaged', 'rums', 'by', 'smell']"
design the architecture of the software system based on the requirements defined in the software requirement specification document,Create,"['design', 'the', 'architecture', 'of', 'the', 'software', 'system', 'based', 'on', 'the', 'requirements', 'defined', 'in', 'the', 'software', 'requirement', 'specification', 'document']"
draw the flow chart of the pnk system,Remember,"['draw', 'the', 'flow', 'chart', 'of', 'the', 'pnk', 'system']"
sketch a graph of velocity versus time for the upward and downward parts of a ball's flight,Apply,"['sketch', 'a', 'graph', 'of', 'velocity', 'versus', 'time', 'for', 'the', 'upward', 'and', 'downward', 'parts', 'of', 'a', 'ball', ""'s"", 'flight']"
who is the founder of the kingdom of saudi arabia,Remember,"['who', 'is', 'the', 'founder', 'of', 'the', 'kingdom', 'of', 'saudi', 'arabia']"
can you apply the method used to some experience of your own . . .?,Apply,"['can', 'you', 'apply', 'the', 'method', 'used', 'to', 'some', 'experience', 'of', 'your', 'own', '.', '.', '.', '?']"
how do we efficiently combine multiple subject graphs to construct an aig with choice,Create,"['how', 'do', 'we', 'efficiently', 'combine', 'multiple', 'subject', 'graphs', 'to', 'construct', 'an', 'aig', 'with', 'choice']"
if you had access to all resources how would you deal with . . .?,Create,"['if', 'you', 'had', 'access', 'to', 'all', 'resources', 'how', 'would', 'you', 'deal', 'with', '.', '.', '.', '?']"
"examine what helps to make a good olympics? think about money, schedules, sports and people.",Analyze,"['examine', 'what', 'helps', 'to', 'make', 'a', 'good', 'olympics', '?', 'think', 'about', 'money', ',', 'schedules', ',', 'sports', 'and', 'people', '.']"
what are the structure or functions of congress,Remember,"['what', 'are', 'the', 'structure', 'or', 'functions', 'of', 'congress']"
what does ict stands for.,Remember,"['what', 'does', 'ict', 'stands', 'for', '.']"
what questions would you ask if . . .?,Apply,"['what', 'questions', 'would', 'you', 'ask', 'if', '.', '.', '.', '?']"
"paraphrase this poem about sheik schubli, explaining what he was saying about the characteristics of a friend",Understand,"['paraphrase', 'this', 'poem', 'about', 'sheik', 'schubli', ',', 'explaining', 'what', 'he', 'was', 'saying', 'about', 'the', 'characteristics', 'of', 'a', 'friend']"
compose music for a frog play.,Create,"['compose', 'music', 'for', 'a', 'frog', 'play', '.']"
make a radio announcement that advertise the book. write it out.,Create,"['make', 'a', 'radio', 'announcement', 'that', 'advertise', 'the', 'book', '.', 'write', 'it', 'out', '.']"
