Text,Level,Tokens
summarize up a life story in own written words.,Understand,"['summarize', 'up', 'a', 'life', 'story', 'in', 'own', 'written', 'words', '.']"
which part score of a data packet is used only by a wireless router company to determine at the closest destination network,Remember,"['which', 'part', 'score', 'of', 'a', 'data', 'packet', 'is', 'used', 'only', 'by', 'a', 'wireless', 'router', 'company', 'to', 'determine', 'at', 'the', 'closest', 'destination', 'network']"
applications construct a family of networks tool to demonstrate that the number of relatively different traffic mincuts in a network structure can easily be exponential linear in not the size of the other network,Apply,"['applications', 'construct', 'a', 'family', 'of', 'networks', 'tool', 'to', 'demonstrate', 'that', 'the', 'number', 'of', 'relatively', 'different', 'traffic', 'mincuts', 'in', 'a', 'network', 'structure', 'can', 'easily', 'be', 'exponential', 'linear', 'in', 'not', 'the', 'size', 'of', 'the', 'other', 'network']"
to describe how significantly the linear polarization method applied can yield corrosion prevention rates,Understand,"['to', 'describe', 'how', 'significantly', 'the', 'linear', 'polarization', 'method', 'applied', 'can', 'yield', 'corrosion', 'prevention', 'rates']"
establish criteria for you making this eligibility choice and you defend your grand final selection.,Evaluate,"['establish', 'criteria', 'for', 'you', 'making', 'this', 'eligibility', 'choice', 'and', 'you', 'defend', 'your', 'grand', 'final', 'selection', '.']"
do what you devise a systematic approach now in order how to always get about larger progressions,Create,"['do', 'what', 'you', 'devise', 'a', 'systematic', 'approach', 'now', 'in', 'order', 'how', 'to', 'always', 'get', 'about', 'larger', 'progressions']"
how exactly was life different based in visiting your town those 100 years ago?,Analyze,"['how', 'exactly', 'was', 'life', 'different', 'based', 'in', 'visiting', 'your', 'town', 'those', '100', 'years', 'ago', '?']"
recite the second the second gaussian second law,Remember,"['recite', 'the', 'second', 'the', 'second', 'gaussian', 'second', 'law']"
construct just one effective turing machine f for computing each of the following simple functions,Apply,"['construct', 'just', 'one', 'effective', 'turing', 'machine', 'f', 'for', 'computing', 'each', 'of', 'the', 'following', 'simple', 'functions']"
would distinguish the facts as from hypotheses,Analyze,"['would', 'distinguish', 'the', 'facts', 'as', 'from', 'hypotheses']"
design a strategic healthy product menu that helps you think your most eating people likely would enjoy using the healthy eating guide.,Evaluate,"['design', 'a', 'strategic', 'healthy', 'product', 'menu', 'that', 'helps', 'you', 'think', 'your', 'most', 'eating', 'people', 'likely', 'would', 'enjoy', 'using', 'the', 'healthy', 'eating', 'guide', '.']"
use on a manual computer to directly calculate an individual employee's vacation time.,Apply,"['use', 'on', 'a', 'manual', 'computer', 'to', 'directly', 'calculate', 'an', 'individual', 'employee', ""'s"", 'vacation', 'time', '.']"
"perhaps in all your hundred own words, how would you summarize the following story in up",Understand,"['perhaps', 'in', 'all', 'your', 'hundred', 'own', 'words', ',', 'how', 'would', 'you', 'summarize', 'the', 'following', 'story', 'in', 'up']"
to evaluate between two internet intelligence sources plenty of general information about the egyptians. which would be a definitely better choice for your immediate purpose and why?,Evaluate,"['to', 'evaluate', 'between', 'two', 'internet', 'intelligence', 'sources', 'plenty', 'of', 'general', 'information', 'about', 'the', 'egyptians', '.', 'which', 'would', 'be', 'a', 'definitely', 'better', 'choice', 'for', 'your', 'immediate', 'purpose', 'and', 'why', '?']"
how to reasonably specify the impact energy and impact test temperature characteristics of the material given in writing the energy code,Apply,"['how', 'to', 'reasonably', 'specify', 'the', 'impact', 'energy', 'and', 'impact', 'test', 'temperature', 'characteristics', 'of', 'the', 'material', 'given', 'in', 'writing', 'the', 'energy', 'code']"
or identify me a phrase used as a simile,Remember,"['or', 'identify', 'me', 'a', 'phrase', 'used', 'as', 'a', 'simile']"
"in regards what ways it is his oxyperoxidase structure similar to other oxygenated heme reactive proteins, and how similarly does it it also differ",Analyze,"['in', 'regards', 'what', 'ways', 'it', 'is', 'his', 'oxyperoxidase', 'structure', 'similar', 'to', 'other', 'oxygenated', 'heme', 'reactive', 'proteins', ',', 'and', 'how', 'similarly', 'does', 'it', 'it', 'also', 'differ']"
then outline your life experience in engineering working with service users,Understand,"['then', 'outline', 'your', 'life', 'experience', 'in', 'engineering', 'working', 'with', 'service', 'users']"
by what approach would you use to prove fully the full truth of in the below statement,Apply,"['by', 'what', 'approach', 'would', 'you', 'use', 'to', 'prove', 'fully', 'the', 'full', 'truth', 'of', 'in', 'the', 'below', 'statement']"
draw mommy a small picture drawing of the bears'house.,Apply,"['draw', 'mommy', 'a', 'small', 'picture', 'drawing', 'of', 'the', ""bears'house"", '.']"
"and how effectively did students analyze course content focuses on their race, class, and privilege directly through the autobiographical external reflection",Analyze,"['and', 'how', 'effectively', 'did', 'students', 'analyze', 'course', 'content', 'focuses', 'on', 'their', 'race', ',', 'class', ',', 'and', 'privilege', 'directly', 'through', 'the', 'autobiographical', 'external', 'reflection']"
"some explain what exactly the author means by the statement "" our intellectual powers clearly are deliberately geared not to master static public relations.",Understand,"['some', 'explain', 'what', 'exactly', 'the', 'author', 'means', 'by', 'the', 'statement', '``', 'our', 'intellectual', 'powers', 'clearly', 'are', 'deliberately', 'geared', 'not', 'to', 'master', 'static', 'public', 'relations', '.']"
and list three overall predominant economic systems that currently exist,Remember,"['and', 'list', 'three', 'overall', 'predominant', 'economic', 'systems', 'that', 'currently', 'exist']"
who design a testing scenarios scenario to assess for the susceptibility benefit of testing an alloy to actually be used in a commonly given environment?,Create,"['who', 'design', 'a', 'testing', 'scenarios', 'scenario', 'to', 'assess', 'for', 'the', 'susceptibility', 'benefit', 'of', 'testing', 'an', 'alloy', 'to', 'actually', 'be', 'used', 'in', 'a', 'commonly', 'given', 'environment', '?']"
when did saudi greater arabia start directly using indian internet,Remember,"['when', 'did', 'saudi', 'greater', 'arabia', 'start', 'directly', 'using', 'indian', 'internet']"
compose from a short class story.,Create,"['compose', 'from', 'a', 'short', 'class', 'story', '.']"
designers use the e - ph or pourbaix diagram combination of two cr to determine the minimum control current and potential resistance for using the most anodic collision protection features of a s43000 stainless the steel vessel.,Understand,"['designers', 'use', 'the', 'e', '-', 'ph', 'or', 'pourbaix', 'diagram', 'combination', 'of', 'two', 'cr', 'to', 'determine', 'the', 'minimum', 'control', 'current', 'and', 'potential', 'resistance', 'for', 'using', 'the', 'most', 'anodic', 'collision', 'protection', 'features', 'of', 'a', 's43000', 'stainless', 'the', 'steel', 'vessel', '.']"
they describe two 4 types involved of coupling in software design.,Understand,"['they', 'describe', 'two', '4', 'types', 'involved', 'of', 'coupling', 'in', 'software', 'design', '.']"
engineers state the characteristics of each specific type of corrosion following testing studied,Remember,"['engineers', 'state', 'the', 'characteristics', 'of', 'each', 'specific', 'type', 'of', 'corrosion', 'following', 'testing', 'studied']"
they construct a market strategy for improving your product using such a frequently known strategy as being a model.,Apply,"['they', 'construct', 'a', 'market', 'strategy', 'for', 'improving', 'your', 'product', 'using', 'such', 'a', 'frequently', 'known', 'strategy', 'as', 'being', 'a', 'model', '.']"
summarize you a particular story all in own words.,Understand,"['summarize', 'you', 'a', 'particular', 'story', 'all', 'in', 'own', 'words', '.']"
how could many written instructions in approximately the instruction set as of risc computer?,Remember,"['how', 'could', 'many', 'written', 'instructions', 'in', 'approximately', 'the', 'instruction', 'set', 'as', 'of', 'risc', 'computer', '?']"
design a complete healthy eats menu card that helps you think most people likely would enjoy using the healthy foods eating guide.,Evaluate,"['design', 'a', 'complete', 'healthy', 'eats', 'menu', 'card', 'that', 'helps', 'you', 'think', 'most', 'people', 'likely', 'would', 'enjoy', 'using', 'the', 'healthy', 'foods', 'eating', 'guide', '.']"
construct one turing machine for automatic computing one each of among the various following functions,Apply,"['construct', 'one', 'turing', 'machine', 'for', 'automatic', 'computing', 'one', 'each', 'of', 'among', 'the', 'various', 'following', 'functions']"
how far is this scientific technological progress fundamentally similar to darwinian evolution according to kuhn,Analyze,"['how', 'far', 'is', 'this', 'scientific', 'technological', 'progress', 'fundamentally', 'similar', 'to', 'darwinian', 'evolution', 'according', 'to', 'kuhn']"
how much water there does in an asian elephant drink,Remember,"['how', 'much', 'water', 'there', 'does', 'in', 'an', 'asian', 'elephant', 'drink']"
"they explain for the historic term conjugal extended families, partly by making reference to the different types of societies so to which they possibly could belong.",Analyze,"['they', 'explain', 'for', 'the', 'historic', 'term', 'conjugal', 'extended', 'families', ',', 'partly', 'by', 'making', 'reference', 'to', 'the', 'different', 'types', 'of', 'societies', 'so', 'to', 'which', 'they', 'possibly', 'could', 'belong', '.']"
how does your whole agency inspect against its best expectation for future operators,Analyze,"['how', 'does', 'your', 'whole', 'agency', 'inspect', 'against', 'its', 'best', 'expectation', 'for', 'future', 'operators']"
explain in one's own words how to create around a database query query in over a computer database.,Understand,"['explain', 'in', 'one', ""'s"", 'own', 'words', 'how', 'to', 'create', 'around', 'a', 'database', 'query', 'query', 'in', 'over', 'a', 'computer', 'database', '.']"
and judge whether ever it truly would be possible to survive on an island die alone and blinded. i write about how it.,Evaluate,"['and', 'judge', 'whether', 'ever', 'it', 'truly', 'would', 'be', 'possible', 'to', 'survive', 'on', 'an', 'island', 'die', 'alone', 'and', 'blinded', '.', 'i', 'write', 'about', 'how', 'it', '.']"
how many years does each this mythical animal actually live?,Remember,"['how', 'many', 'years', 'does', 'each', 'this', 'mythical', 'animal', 'actually', 'live', '?']"
judge is whether olympic survival ideals used are realistic or extremely unrealistic for the contemporary olympic elite athlete.,Evaluate,"['judge', 'is', 'whether', 'olympic', 'survival', 'ideals', 'used', 'are', 'realistic', 'or', 'extremely', 'unrealistic', 'for', 'the', 'contemporary', 'olympic', 'elite', 'athlete', '.']"
how to combine classical virtual symmetry and symbolic computational model checking so effectively,Create,"['how', 'to', 'combine', 'classical', 'virtual', 'symmetry', 'and', 'symbolic', 'computational', 'model', 'checking', 'so', 'effectively']"
parents compare how culturally different young children come to school.,Analyze,"['parents', 'compare', 'how', 'culturally', 'different', 'young', 'children', 'come', 'to', 'school', '.']"
"how do not you simply distinguish between the binge - eating / purging person type symptoms of anorexia of nervosa or and in bulimia or nervosa, usually purging one type",Analyze,"['how', 'do', 'not', 'you', 'simply', 'distinguish', 'between', 'the', 'binge', '-', 'eating', '/', 'purging', 'person', 'type', 'symptoms', 'of', 'anorexia', 'of', 'nervosa', 'or', 'and', 'in', 'bulimia', 'or', 'nervosa', ',', 'usually', 'purging', 'one', 'type']"
identify new fractions starting from a fixed pictorial representation,Remember,"['identify', 'new', 'fractions', 'starting', 'from', 'a', 'fixed', 'pictorial', 'representation']"
describe in which your lips own words how much to correctly copy text bytes from one program into another.,Understand,"['describe', 'in', 'which', 'your', 'lips', 'own', 'words', 'how', 'much', 'to', 'correctly', 'copy', 'text', 'bytes', 'from', 'one', 'program', 'into', 'another', '.']"
man who later was the musical first to compose in the arts class of makamat,Remember,"['man', 'who', 'later', 'was', 'the', 'musical', 'first', 'to', 'compose', 'in', 'the', 'arts', 'class', 'of', 'makamat']"
know how much data can be made stored in the default cach stored memory,Remember,"['know', 'how', 'much', 'data', 'can', 'be', 'made', 'stored', 'in', 'the', 'default', 'cach', 'stored', 'memory']"
differentiate printf function calls applications for displaying these prompts twice and for simply echoing some data.,Analyze,"['differentiate', 'printf', 'function', 'calls', 'applications', 'for', 'displaying', 'these', 'prompts', 'twice', 'and', 'for', 'simply', 'echoing', 'some', 'data', '.']"
which line part of a transmitted data packet is used by when a router is to directly determine the destination telephone network,Remember,"['which', 'line', 'part', 'of', 'a', 'transmitted', 'data', 'packet', 'is', 'used', 'by', 'when', 'a', 'router', 'is', 'to', 'directly', 'determine', 'the', 'destination', 'telephone', 'network']"
draw a painting form that uses the various principles of artistic perspective to achieve more its aesthetic effect.,Create,"['draw', 'a', 'painting', 'form', 'that', 'uses', 'the', 'various', 'principles', 'of', 'artistic', 'perspective', 'to', 'achieve', 'more', 'its', 'aesthetic', 'effect', '.']"
just compare old calliope with general howie. use the word quantum bank.,Understand,"['just', 'compare', 'old', 'calliope', 'with', 'general', 'howie', '.', 'use', 'the', 'word', 'quantum', 'bank', '.']"
what follows are the structure or functions observed of a congress,Remember,"['what', 'follows', 'are', 'the', 'structure', 'or', 'functions', 'observed', 'of', 'a', 'congress']"
break deep down the main actions parts of the story story.,Analyze,"['break', 'deep', 'down', 'the', 'main', 'actions', 'parts', 'of', 'the', 'story', 'story', '.']"
explain the process ( or paraphrase ) for finding out the characteristic perimeter of in a rectangular formal garden,Understand,"['explain', 'the', 'process', '(', 'or', 'paraphrase', ')', 'for', 'finding', 'out', 'the', 'characteristic', 'perimeter', 'of', 'in', 'a', 'rectangular', 'formal', 'garden']"
students conclude and support understanding which economic class system leads them to a higher standard means of living.,Evaluate,"['students', 'conclude', 'and', 'support', 'understanding', 'which', 'economic', 'class', 'system', 'leads', 'them', 'to', 'a', 'higher', 'standard', 'means', 'of', 'living', '.']"
choose a monthly paint schedule how for the maintenance support of essentially an outdoor structure? ( level version 2 ),Evaluate,"['choose', 'a', 'monthly', 'paint', 'schedule', 'how', 'for', 'the', 'maintenance', 'support', 'of', 'essentially', 'an', 'outdoor', 'structure', '?', '(', 'level', 'version', '2', ')']"
explain now in just your own own words what person do you really mean by the term economics?,Understand,"['explain', 'now', 'in', 'just', 'your', 'own', 'own', 'words', 'what', 'person', 'do', 'you', 'really', 'mean', 'by', 'the', 'term', 'economics', '?']"
or paraphrase an increasingly important speech,Understand,"['or', 'paraphrase', 'an', 'increasingly', 'important', 'speech']"
further show how e - crm technology can be used to directly improve central marketing center positioning as explained in from the article,Apply,"['further', 'show', 'how', 'e', '-', 'crm', 'technology', 'can', 'be', 'used', 'to', 'directly', 'improve', 'central', 'marketing', 'center', 'positioning', 'as', 'explained', 'in', 'from', 'the', 'article']"
explain more in passing your two own words on what is actually meant by mercantilism.,Understand,"['explain', 'more', 'in', 'passing', 'your', 'two', 'own', 'words', 'on', 'what', 'is', 'actually', 'meant', 'by', 'mercantilism', '.']"
regularly write an annual essay in english not more than 250 words about india and technological human advancement. always use an active voice just as much as possible.,Create,"['regularly', 'write', 'an', 'annual', 'essay', 'in', 'english', 'not', 'more', 'than', '250', 'words', 'about', 'india', 'and', 'technological', 'human', 'advancement', '.', 'always', 'use', 'an', 'active', 'voice', 'just', 'as', 'much', 'as', 'possible', '.']"
wondering about what proportion of half the american population of the us army is living on fruit farms?,Remember,"['wondering', 'about', 'what', 'proportion', 'of', 'half', 'the', 'american', 'population', 'of', 'the', 'us', 'army', 'is', 'living', 'on', 'fruit', 'farms', '?']"
then use the unification tree algorithm first to determine roughly whether the following given two terms are ever uni _ able. show intermediate step,Apply,"['then', 'use', 'the', 'unification', 'tree', 'algorithm', 'first', 'to', 'determine', 'roughly', 'whether', 'the', 'following', 'given', 'two', 'terms', 'are', 'ever', 'uni', '_', 'able', '.', 'show', 'intermediate', 'step']"
specify in what ways trajectory patterns should differ according to model abc,Analyze,"['specify', 'in', 'what', 'ways', 'trajectory', 'patterns', 'should', 'differ', 'according', 'to', 'model', 'abc']"
but how does an endorsement differ from a separate teaching degree certificate,Analyze,"['but', 'how', 'does', 'an', 'endorsement', 'differ', 'from', 'a', 'separate', 'teaching', 'degree', 'certificate']"
show us how global e - crm can be as used regularly to improve marketing positioning as first explained above in the article,Apply,"['show', 'us', 'how', 'global', 'e', '-', 'crm', 'can', 'be', 'as', 'used', 'regularly', 'to', 'improve', 'marketing', 'positioning', 'as', 'first', 'explained', 'above', 'in', 'the', 'article']"
when can you distinguish for all me then between doing what is reasonably morally achievable and just what are exaggerations,Analyze,"['when', 'can', 'you', 'distinguish', 'for', 'all', 'me', 'then', 'between', 'doing', 'what', 'is', 'reasonably', 'morally', 'achievable', 'and', 'just', 'what', 'are', 'exaggerations']"
we appraise data recorded in support of such a hypothesis.,Evaluate,"['we', 'appraise', 'data', 'recorded', 'in', 'support', 'of', 'such', 'a', 'hypothesis', '.']"
identify any fractions possible from which a pictorial representation,Remember,"['identify', 'any', 'fractions', 'possible', 'from', 'which', 'a', 'pictorial', 'representation']"
tables investigate ( pointwise ) relative convergence processes and enable absolute convergence of the given complex series of functions,Analyze,"['tables', 'investigate', '(', 'pointwise', ')', 'relative', 'convergence', 'processes', 'and', 'enable', 'absolute', 'convergence', 'of', 'the', 'given', 'complex', 'series', 'of', 'functions']"
on draw the flow chart picture of the pnk signaling system,Remember,"['on', 'draw', 'the', 'flow', 'chart', 'picture', 'of', 'the', 'pnk', 'signaling', 'system']"
"then by comparing the ground map values of half the plate tectonic sedimentary plates to of the earthquake map, what inferences can you make?",Analyze,"['then', 'by', 'comparing', 'the', 'ground', 'map', 'values', 'of', 'half', 'the', 'plate', 'tectonic', 'sedimentary', 'plates', 'to', 'of', 'the', 'earthquake', 'map', ',', 'what', 'inferences', 'can', 'you', 'make', '?']"
often differentiate the following functions using simply the generalized quotient rule,Analyze,"['often', 'differentiate', 'the', 'following', 'functions', 'using', 'simply', 'the', 'generalized', 'quotient', 'rule']"
evaluate from your own grade or a lesser peer's essay in the terms of answering the 26 principles worth of composition discussed during the semester.,Evaluate,"['evaluate', 'from', 'your', 'own', 'grade', 'or', 'a', 'lesser', 'peer', ""'s"", 'essay', 'in', 'the', 'terms', 'of', 'answering', 'the', '26', 'principles', 'worth', 'of', 'composition', 'discussed', 'during', 'the', 'semester', '.']"
draw the block of diagram 1 of the ieee central processing unit,Remember,"['draw', 'the', 'block', 'of', 'diagram', '1', 'of', 'the', 'ieee', 'central', 'processing', 'unit']"
who was actually the writer four of the books hamilton,Remember,"['who', 'was', 'actually', 'the', 'writer', 'four', 'of', 'the', 'books', 'hamilton']"
what is part of of being this love book like did you make like me best. tell why you like it?,Evaluate,"['what', 'is', 'part', 'of', 'of', 'being', 'this', 'love', 'book', 'like', 'did', 'you', 'make', 'like', 'me', 'best', '.', 'tell', 'why', 'you', 'like', 'it', '?']"
list the characteristics peculiar enough to joining the classic cubist movement.,Remember,"['list', 'the', 'characteristics', 'peculiar', 'enough', 'to', 'joining', 'the', 'classic', 'cubist', 'movement', '.']"
what is the working title of the first vampire movie you just saw,Remember,"['what', 'is', 'the', 'working', 'title', 'of', 'the', 'first', 'vampire', 'movie', 'you', 'just', 'saw']"
you interpret the digital pictures.,Understand,"['you', 'interpret', 'the', 'digital', 'pictures', '.']"
use the general second - degree derivative test to determine also whether critical component points b where f0 ( x ) = be 0 can yield relative mathematical maxima data or relative minima,Apply,"['use', 'the', 'general', 'second', '-', 'degree', 'derivative', 'test', 'to', 'determine', 'also', 'whether', 'critical', 'component', 'points', 'b', 'where', 'f0', '(', 'x', ')', '=', 'be', '0', 'can', 'yield', 'relative', 'mathematical', 'maxima', 'data', 'or', 'relative', 'minima']"
music recall historical locations of a historical events,Remember,"['music', 'recall', 'historical', 'locations', 'of', 'a', 'historical', 'events']"
distinguish this between formal abstract date types ( specifically adts ) and implementations consist of only adts,Analyze,"['distinguish', 'this', 'between', 'formal', 'abstract', 'date', 'types', '(', 'specifically', 'adts', ')', 'and', 'implementations', 'consist', 'of', 'only', 'adts']"
make a personal scrapbook about only the major areas of study.,Apply,"['make', 'a', 'personal', 'scrapbook', 'about', 'only', 'the', 'major', 'areas', 'of', 'study', '.']"
as in one sentence sentence writers illustrate the single main point of a written passage.,Understand,"['as', 'in', 'one', 'sentence', 'sentence', 'writers', 'illustrate', 'the', 'single', 'main', 'point', 'of', 'a', 'written', 'passage', '.']"
"given three possible policy approaches to safely implement the defined decision system, respondents discuss the possible potential advantages involved and possible disadvantages of each approach.",Evaluate,"['given', 'three', 'possible', 'policy', 'approaches', 'to', 'safely', 'implement', 'the', 'defined', 'decision', 'system', ',', 'respondents', 'discuss', 'the', 'possible', 'potential', 'advantages', 'involved', 'and', 'possible', 'disadvantages', 'of', 'each', 'approach', '.']"
list are the intensity levels in bloom'year s taxonomy.,Remember,"['list', 'are', 'the', 'intensity', 'levels', 'in', ""bloom'year"", 's', 'taxonomy', '.']"
given two opposing theories design starts an optimization experiment to further compare amongst them.,Create,"['given', 'two', 'opposing', 'theories', 'design', 'starts', 'an', 'optimization', 'experiment', 'to', 'further', 'compare', 'amongst', 'them', '.']"
select carefully the best final proposal for operating a proposed underground water treatment plant.,Evaluate,"['select', 'carefully', 'the', 'best', 'final', 'proposal', 'for', 'operating', 'a', 'proposed', 'underground', 'water', 'treatment', 'plant', '.']"
what fucking season are we staying in right here now?,Remember,"['what', 'fucking', 'season', 'are', 'we', 'staying', 'in', 'right', 'here', 'now', '?']"
yet how might lifestyles in the united two states government be modified if only a more effective socialistic class system were adopted?,Apply,"['yet', 'how', 'might', 'lifestyles', 'in', 'the', 'united', 'two', 'states', 'government', 'be', 'modified', 'if', 'only', 'a', 'more', 'effective', 'socialistic', 'class', 'system', 'were', 'adopted', '?']"
should make a radio announcement that might advertise of the book. write of it quickly out.,Create,"['should', 'make', 'a', 'radio', 'announcement', 'that', 'might', 'advertise', 'of', 'the', 'book', '.', 'write', 'of', 'it', 'quickly', 'out', '.']"
but what do you think are the general strengths afterwards of using integrated math notation in your drawing program?,Evaluate,"['but', 'what', 'do', 'you', 'think', 'are', 'the', 'general', 'strengths', 'afterwards', 'of', 'using', 'integrated', 'math', 'notation', 'in', 'your', 'drawing', 'program', '?']"
in question which countries is arabic is language predominantly spoken,Remember,"['in', 'question', 'which', 'countries', 'is', 'arabic', 'is', 'language', 'predominantly', 'spoken']"
list not the levels in steven bloom's classification taxonomy.,Remember,"['list', 'not', 'the', 'levels', 'in', 'steven', 'bloom', ""'s"", 'classification', 'taxonomy', '.']"
when he did it the first real saudi radio station open,Remember,"['when', 'he', 'did', 'it', 'the', 'first', 'real', 'saudi', 'radio', 'station', 'open']"
the paraphrase on an important speech,Understand,"['the', 'paraphrase', 'on', 'an', 'important', 'speech']"
apply the customary rule of austrian law to a new international situation,Apply,"['apply', 'the', 'customary', 'rule', 'of', 'austrian', 'law', 'to', 'a', 'new', 'international', 'situation']"
predict whether phillip will ever possibly go directly back to visit from the cay world after with several years left of recovery. see assuming eventually he gets his sight back.,Evaluate,"['predict', 'whether', 'phillip', 'will', 'ever', 'possibly', 'go', 'directly', 'back', 'to', 'visit', 'from', 'the', 'cay', 'world', 'after', 'with', 'several', 'years', 'left', 'of', 'recovery', '.', 'see', 'assuming', 'eventually', 'he', 'gets', 'his', 'sight', 'back', '.']"
list lists the procedure to draw with a mixed potential here or in evans'diagram,Remember,"['list', 'lists', 'the', 'procedure', 'to', 'draw', 'with', 'a', 'mixed', 'potential', 'here', 'or', 'in', ""evans'diagram""]"
make a list of facts than you like learned more from writing the story.,Remember,"['make', 'a', 'list', 'of', 'facts', 'than', 'you', 'like', 'learned', 'more', 'from', 'writing', 'the', 'story', '.']"
"award the best contract awards to the best best proposal. rank from the principles of "" international good sportsmanship "" in in order or of highest importance to you.",Evaluate,"['award', 'the', 'best', 'contract', 'awards', 'to', 'the', 'best', 'best', 'proposal', '.', 'rank', 'from', 'the', 'principles', 'of', '``', 'international', 'good', 'sportsmanship', '``', 'in', 'in', 'order', 'or', 'of', 'highest', 'importance', 'to', 'you', '.']"
then how soon would if the u. s. and a. be different if the south had won over the bloody civil war?,Create,"['then', 'how', 'soon', 'would', 'if', 'the', 'u.', 's.', 'and', 'a.', 'be', 'different', 'if', 'the', 'south', 'had', 'won', 'over', 'the', 'bloody', 'civil', 'war', '?']"
what birds season are and we in danger right now?,Remember,"['what', 'birds', 'season', 'are', 'and', 'we', 'in', 'danger', 'right', 'now', '?']"
very critically you examine the strengths and many weaknesses of the american positivist paradigm,Analyze,"['very', 'critically', 'you', 'examine', 'the', 'strengths', 'and', 'many', 'weaknesses', 'of', 'the', 'american', 'positivist', 'paradigm']"
here use tableau methods here to easily prove that the basic following model tableau is valid.,Apply,"['here', 'use', 'tableau', 'methods', 'here', 'to', 'easily', 'prove', 'that', 'the', 'basic', 'following', 'model', 'tableau', 'is', 'valid', '.']"
how would do you compare sas with the oracle visual basic application atlas and spss for the processing task and distributed analysis of java mainframe xml data,Understand,"['how', 'would', 'do', 'you', 'compare', 'sas', 'with', 'the', 'oracle', 'visual', 'basic', 'application', 'atlas', 'and', 'spss', 'for', 'the', 'processing', 'task', 'and', 'distributed', 'analysis', 'of', 'java', 'mainframe', 'xml', 'data']"
"stark contrast was the copyright treatment details of "" well for known "" trademarks provided by paris article and by international trips article",Analyze,"['stark', 'contrast', 'was', 'the', 'copyright', 'treatment', 'details', 'of', '``', 'well', 'for', 'known', '``', 'trademarks', 'provided', 'by', 'paris', 'article', 'and', 'by', 'international', 'trips', 'article']"
how exactly can then we combine and abstract those facts about a diverse software system to create this new knowledge?,Create,"['how', 'exactly', 'can', 'then', 'we', 'combine', 'and', 'abstract', 'those', 'facts', 'about', 'a', 'diverse', 'software', 'system', 'to', 'create', 'this', 'new', 'knowledge', '?']"
critique an individual experimental rocket design or a scientific research proposal.,Evaluate,"['critique', 'an', 'individual', 'experimental', 'rocket', 'design', 'or', 'a', 'scientific', 'research', 'proposal', '.']"
"contrast also the treatment of "" no well known "" trademarks were provided including by paris 2 article and by trips international article",Analyze,"['contrast', 'also', 'the', 'treatment', 'of', '``', 'no', 'well', 'known', '``', 'trademarks', 'were', 'provided', 'including', 'by', 'paris', '2', 'article', 'and', 'by', 'trips', 'international', 'article']"
now construct a a complete simple payroll program that then computes net salary pay for those working 40 hours less or less and net service pay for those even working over 40 short hours.,Apply,"['now', 'construct', 'a', 'a', 'complete', 'simple', 'payroll', 'program', 'that', 'then', 'computes', 'net', 'salary', 'pay', 'for', 'those', 'working', '40', 'hours', 'less', 'or', 'less', 'and', 'net', 'service', 'pay', 'for', 'those', 'even', 'working', 'over', '40', 'short', 'hours', '.']"
"and after correctly solving a problem, determine the maximum degree to which the problem was well solved and as efficiently as as possible",Evaluate,"['and', 'after', 'correctly', 'solving', 'a', 'problem', ',', 'determine', 'the', 'maximum', 'degree', 'to', 'which', 'the', 'problem', 'was', 'well', 'solved', 'and', 'as', 'efficiently', 'as', 'as', 'possible']"
he revise them how to quickly complete a complex task precisely in order however to improve the outcome.,Create,"['he', 'revise', 'them', 'how', 'to', 'quickly', 'complete', 'a', 'complex', 'task', 'precisely', 'in', 'order', 'however', 'to', 'improve', 'the', 'outcome', '.']"
translators translate a short written text aloud from arabic l2 arabic to english.,Understand,"['translators', 'translate', 'a', 'short', 'written', 'text', 'aloud', 'from', 'arabic', 'l2', 'arabic', 'to', 'english', '.']"
break down half the different components of even a standard film camera and explain the how and they interact to make make the machine work.,Analyze,"['break', 'down', 'half', 'the', 'different', 'components', 'of', 'even', 'a', 'standard', 'film', 'camera', 'and', 'explain', 'the', 'how', 'and', 'they', 'interact', 'to', 'make', 'make', 'the', 'machine', 'work', '.']"
investigate whether may or may not the control system can actually be solved for x ; y ; n z,Analyze,"['investigate', 'whether', 'may', 'or', 'may', 'not', 'the', 'control', 'system', 'can', 'actually', 'be', 'solved', 'for', 'x', ';', 'y', ';', 'n', 'z']"
"improved, otherwise reformed or or rejected?",Evaluate,"['improved', ',', 'otherwise', 'reformed', 'or', 'or', 'rejected', '?']"
compare the one place where mostly the story happened with countries where you could live.,Analyze,"['compare', 'the', 'one', 'place', 'where', 'mostly', 'the', 'story', 'happened', 'with', 'countries', 'where', 'you', 'could', 'live', '.']"
how would you investigate that this particular patient,Analyze,"['how', 'would', 'you', 'investigate', 'that', 'this', 'particular', 'patient']"
just suppose phillip white wasn't actually rescued shortly after timothy'apparent s apparent death. how very long could he have survived?,Create,"['just', 'suppose', 'phillip', 'white', 'was', ""n't"", 'actually', 'rescued', 'shortly', 'after', ""timothy'apparent"", 's', 'apparent', 'death', '.', 'how', 'very', 'long', 'could', 'he', 'have', 'survived', '?']"
make like a paper - mache map online to effectively include relevant conceptual information about describing an event.,Apply,"['make', 'like', 'a', 'paper', '-', 'mache', 'map', 'online', 'to', 'effectively', 'include', 'relevant', 'conceptual', 'information', 'about', 'describing', 'an', 'event', '.']"
